movie_tip,movie_grade,movie_desc,movie_name,comment_num
生活在自己的世界里，也可以让周围的人显得可笑和渺小。,8.6,导演:巴瑞·莱文森BarryLevinson主演:达斯汀·霍夫曼DustinHoffman...,雨人/RainMan/手足情未了/手足情深,225522
黑暗之美。,8.5,导演:达伦·阿罗诺夫斯基DarrenAronofsky主演:娜塔莉·波特曼Natalie...,黑天鹅/BlackSwan/夺命黑天鹅/霸王别鹅(豆友译名),453703
老少皆宜，这就是好莱坞动画的魅力。,8.7,导演:科克·德·米科KirkDeMicco/克里斯·桑德斯ChrisSanders主演...,疯狂原始人/TheCroods/古鲁家族(港/台),403317
当这个世界闭上双眼，他却敞开了怀抱。,8.9,导演:特瑞·乔治TerryGeorge主演:唐·钱德尔DonCheadle/苏菲·奥...,卢旺达饭店/HotelRwanda/卢安达饭店(台),132059
尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,8.9,导演:森淳一JunichiMori主演:桥本爱AiHashimoto/三浦贵大Takahir...,小森林冬春篇/リトル・フォレスト冬・春/小森食光/冬春篇(台),133828
传奇，不是每个人都可以拥有。,8.7,导演:爱德华·兹威克EdwardZwick主演:安东尼·霍普金斯AnthonyHopki...,燃情岁月/LegendsoftheFall/秋日传奇/真爱一世情(台),158111
英雄泪短，兄弟情长。,8.6,导演:吴宇森JohnWoo主演:周润发Yun-FatChow/狄龙LungTi/张国...,英雄本色/ABetterTomorrow/GanglandBoss,189029
永远看不腻的喜剧。,8.9,导演:杰拉尔·乌里GérardOury主演:路易·德·菲耐斯LouisdeFunès...,虎口脱险/Lagrandevadrouille/横冲直撞出重围(港)/大進擊(台),115328
《我是山姆》的《美丽人生》。,8.7,导演:李焕庆Hwan-kyeongLee主演:柳承龙Seung-yongRyoo/朴信惠Shi...,7号房的礼物/7번방의선물/戆爸的礼物(港)/7号囚房的礼物,198184
10年的完美句点。,8.7,导演:大卫·叶茨DavidYates主演:丹尼尔·雷德克里夫DanielRadcliffe...,哈利·波特与死亡圣器(下)/HarryPotterandtheDeathlyHallows:Part2/哈利波特7：死神的圣物2(港/台),300715
荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,8.6,导演:忻钰坤YukunXin主演:霍卫民WeiminHuo/王笑天XiaotianWang...,心迷宫/殡棺/TheCoffinintheMountain,200839
始于荒诞，止于更荒诞。,8.8,导演:达米安·斯兹弗隆DamiánSzifron主演:达里奥·葛兰帝内提Darío...,荒蛮故事/Relatossalvajes/蛮荒故事/生命中最抓狂的小事(台),160909
爱是摈弃傲慢与偏见之后的曙光。,8.5,导演:乔·怀特JoeWright主演:凯拉·奈特莉KeiraKnightley/马修·...,傲慢与偏见/Pride&Prejudice/傲慢与偏见2005/PrideAndPrejudice,332791
触不到的恋人。,8.7,导演:大森贵弘TakahiroOmori主演:佐仓绫音AyaneSakura/内山昂辉K...,萤火之森/蛍火の杜へ/萤火之社/Hotarubinomorie,177220
我们都有权利不与自己的过去和解。,8.6,导演:肯尼斯·罗纳根KennethLonergan主演:卡西·阿弗莱克CaseyAffle...,海边的曼彻斯特/ManchesterbytheSea/情系海边之城(港)/海曼,220852
坏人的好总是比好人的好来得更感人。,9.0,导演:克林特·伊斯特伍德ClintEastwood主演:凯文·科斯特纳KevinCos...,完美的世界/APerfectWorld/强盗保镳,90395
爱情没有那么多借口，如果不能圆满，只能说明爱的不够。,8.5,导演:尼克·卡索维茨NickCassavetes主演:瑞恩·高斯林RyanGosling/...,恋恋笔记本/TheNotebook/深情日记/写我情真,310908
任何信念的力量，都无法改变命运。,8.8,导演:弗朗西斯·福特·科波拉FrancisFordCoppola主演:阿尔·帕西诺A...,教父3/TheGodfather:PartIII/教父第三集/教父III,144384
香港浪漫主义警匪动作片的巅峰之作。,8.7,导演:吴宇森JohnWoo主演:周润发Yun-FatChow/张国荣LeslieCheung...,纵横四海/緃横四海/OnceaThief,163725
偷情本没有这样美。,8.5,导演:王家卫KarWaiWong主演:梁朝伟TonyLeungChiuWai/张曼玉Ma...,花样年华/花樣年華/IntheMoodforLove,270421
跨度十五年的欢乐与泪水。,8.8,导演:李·昂克里奇LeeUnkrich主演:汤姆·汉克斯TomHanks/蒂姆·艾...,玩具总动员3/ToyStory3/反斗奇兵3(港)/玩具的故事3,208025
沉醉在电影的情感和视听氛围中无法自拔。,8.8,导演:卢卡·圭达尼诺LucaGuadagnino主演:蒂莫西·柴勒梅德Timothée...,请以你的名字呼唤我/CallMebyYourName/以你的名字呼唤我(港/台),199209
华太师是黄霑，吴镇宇四大才子之一。,8.4,导演:李力持Lik-ChiLee主演:周星驰StephenChow/巩俐LiGong/陈...,唐伯虎点秋香/唐伯虎點秋香/FlirtingScholar,370631
Balalala~~~,8.6,导演:唐·霍尔DonHall/克里斯·威廉姆斯ChrisWilliams主演:斯科特...,超能陆战队/BigHero6/大英雄联盟(港)/大英雄天团(台),409640
不可猜的青春迷笛。,8.5,导演:丹尼·博伊尔DannyBoyle主演:伊万·麦克格雷格EwanMcGregor/...,猜火车/Trainspotting/迷幻列车(港)/定位的火车,265659
中国式内在的美国电影。,8.8,导演:MervynLeRoy主演:VivienLeigh/RobertTaylor/LucileWatson,魂断蓝桥/WaterlooBridge/滑铁卢桥/断桥残梦,139115
把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,8.6,导演:理查德·柯蒂斯RichardCurtis主演:多姆纳尔·格利森DomhnallGl...,时空恋旅人/AboutTime/时空旅恋人/回到最爱的一天(港),225113
爱上未来的你。,8.6,导演:细田守MamoruHosoda主演:仲里依纱RiisaNaka/石田卓也Takuya...,穿越时空的少女/時をかける少女/跳跃吧！时空少女(台)/Tokiokakerushôjo,200465
诺兰就是保证。,8.6,导演:克里斯托弗·诺兰ChristopherNolan主演:克里斯蒂安·贝尔Christ...,蝙蝠侠：黑暗骑士崛起/TheDarkKnightRises/蝙蝠侠前传3：黑暗骑士崛起/黑暗骑士：黎明升起(台),320677
骨灰级歌舞片。,9.0,导演:StanleyDonen/GeneKelly主演:GeneKelly/DonaldO'Connor/...,雨中曲/Singin'intheRain/雨中情/万花嬉春,100232
有一些东西不应该被遗忘。,8.7,导演:郭柯KeGuo主演:,二十二/TwentyTwo/22,114921
爱并不需要智商 。,8.8,导演:杰茜·尼尔森JessieNelson主演:SeanPenn/DakotaFanning/Mi...,我是山姆/IAmSam/不一样的爸爸(港)/他不笨，他是我爸爸(台),114835
对爱的执着，可以超越一切。,8.6,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:海利·乔·奥斯蒙Haley...,人工智能/ArtificialIntelligence:AI/AI人工智慧,206803
Jared Leto的腿比女人还美！,8.7,导演:让-马克·瓦雷Jean-MarcVallée主演:马修·麦康纳MatthewMcCon...,达拉斯买家俱乐部/DallasBuyersClub/续命枭雄(港)/药命俱乐部(台),198969
松鼠才是角儿。,8.4,导演:卡洛斯·沙尔丹哈CarlosSaldanha/克里斯·韦奇ChrisWedge主演...,冰川时代/IceAge/冰河世纪/冰原历险记,295449
世界离独裁只有五天。,8.7,导演:丹尼斯·甘塞尔DennisGansel主演:尤尔根·沃格尔JürgenVogel...,浪潮/DieWelle/恶魔教室(台)/白恤暴潮(港),143967
当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。,8.5,导演:史蒂芬·戴德利StephenDaldry主演:凯特·温丝莱特KateWinslet...,朗读者/TheReader/为爱朗读(台)/读爱(港),295163
一个单凭体香达到高潮的男人。,8.4,导演:汤姆·提克威TomTykwer主演:本·卫肖BenWhishaw/艾伦·瑞克...,香水/Perfume:TheStoryofaMurderer/香水：一个杀人犯的故事/香水：一个谋杀犯的故事,298653
这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,8.6,导演:达米安·沙泽勒DamienChazelle主演:迈尔斯·特勒MilesTeller/...,爆裂鼓手/Whiplash/鼓动真我(港)/进击的鼓手(台),260513
人生的N种可能性。,8.7,导演:黑泽明AkiraKurosawa主演:三船敏郎ToshirôMifune/千秋实...,罗生门/羅生門/Rashomon,137536
好的剧本是，就算你猜到了结局也猜不到全部。,8.8,导演:今敏SatoshiKon主演:岩男润子JunkoIwao/松本梨香RicaMatsu...,未麻的部屋/PerfectBlue/蓝色的恐惧/蓝色恐惧,109554
王家卫是一种风格，张国荣是一个代表。,8.5,导演:王家卫KarWaiWong主演:张国荣LeslieCheung/张曼玉MaggieC...,阿飞正传/阿飛正傳/DaysofBeingWild,225919
只有有信仰的人才能说出事实真相。,8.7,导演:阿斯哈·法哈蒂AsgharFarhadi主演:佩曼·莫阿迪PeymanMoadi/...,一次别离/جدایینادرازسیمین/分居风暴(台)/伊朗式分居(港),142521
诺兰的牛逼来源于内心散发出的恐惧。,8.9,导演:克里斯托弗·诺兰ChristopherNolan主演:杰里米·西奥伯德Jeremy...,追随/Following/跟踪(台)/致命追踪,88628
坚硬的信仰。,8.7,导演:陆川ChuanLu主演:多布杰Duobujie/张磊LeiZhang/亓亮QiL...,可可西里/Kekexili:MountainPatrol,139673
天使与魔鬼的冲撞。,8.6,导演:保罗·哈吉斯PaulHaggis主演:桑德拉·布洛克SandraBullock/...,撞车/Crash/冲击效应/冲撞,185747
热血沸腾，那个低俗、性感的无耻混蛋又来了。,8.6,导演:昆汀·塔伦蒂诺QuentinTarantino主演:杰米·福克斯JamieFoxx/...,被解救的姜戈/DjangoUnchained/被解放的姜戈/决杀令(台),280128
不要企图在重复中寻找已经失去的爱。,8.3,导演:克里斯托弗·史密斯ChristopherSmith主演:梅利莎·乔治Melissa...,恐怖游轮/Triangle/汪洋血迷宮(台)/轮回三角,357843
优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,8.6,导演:梅尔·吉布森MelGibson主演:安德鲁·加菲尔德AndrewGarfield/...,血战钢锯岭/HacksawRidge/钢锯岭/钢铁英雄(台),351570
做一颗让别人需要你的棋子。,8.6,导演:安德鲁·尼科尔AndrewNiccol主演:尼古拉斯·凯奇NicolasCage/...,战争之王/LordofWar/军火之王(台/港),187028
天使保护事件始末。,8.8,导演:阿米尔·汗AamirKhan主演:达席尔·萨法瑞DarsheelSafary/阿...,地球上的星星/TaareZameenPar/心中的小星星(台)/每一个孩子都是特别的,93275
愿我们都不用长大，每一座城堡都能永远存在。,8.7,导演:彼特·道格特PeteDocter/罗纳尔多·德尔·卡门RonaldoDelCarmen&nb...,头脑特工队/InsideOut/玩转脑朋友(港)/脑筋急转弯(台),250834
一场没有春天的噩梦。,8.7,导演:达伦·阿伦诺夫斯基DarrenAronofsky主演:艾伦·伯斯汀EllenBur...,梦之安魂曲/RequiemforaDream/噩梦挽歌(台)/迷上瘾(港),120233
被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,8.8,导演:伦尼·阿伯拉罕森LennyAbrahamson主演:布丽·拉尔森BrieLarson...,房间/Room/不存在的房间(台)/抖室(港),173281
弱者送给弱者的一刀。,8.7,导演:杨德昌EdwardYang主演:张震ChenChang/杨静怡LisaYang/张...,牯岭街少年杀人事件/牯嶺街少年殺人事件/ABrighterSummerDay,116697
宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,8.5,导演:宫崎骏HayaoMiyazaki主演:高山南MinamiTakayama/佐久间玲Re...,魔女宅急便/魔女の宅急便/魔女琪琪(台)/小魔女限时专送,212534
哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,8.5,导演:道格·里曼DougLiman主演:马特·达蒙MattDamon/弗兰卡·波坦...,谍影重重/TheBourneIdentity/叛谍追击(港)/神鬼认证(台),206649
谁说王家卫镜头很晃？,8.6,导演:保罗·格林格拉斯PaulGreengrass主演:马特·达蒙MattDamon/...,谍影重重2/TheBourneSupremacy/叛谍追击2：机密圈套(港)/神鬼认证：神鬼疑云(台),171578
养狗三日，便会对你终其一生。,9.0,导演:SeijirôKôyama主演:山本圭KeiYamamoto/井川比佐志Hisa...,忠犬八公物语/ハチ公物語/八千公物语/阿八的故事,66599
故事的反转与反转，分裂电影的始祖。,8.9,导演:AlfredHitchcock主演:JanetLeigh/AnthonyPerkins/VeraMiles,惊魂记/Psycho/精神病患者/触目惊心,91323
我的平常生活就是他人的幸福。,9.0,导演:是枝裕和HirokazuKoreeda主演:柳乐优弥YûyaYagira/北浦爱...,无人知晓/誰も知らない/谁知赤子心/无人知晓的夏日清晨,69630
他给机器起名“克里斯托弗”，因为这是他初恋的名字。,8.6,导演:莫腾·泰杜姆MortenTyldum主演:本尼迪克特·康伯巴奇BenedictC...,模仿游戏/TheImitationGame/解码游戏(港)/模拟游戏,278474
人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,8.4,导演:徐克HarkTsui主演:张曼玉MaggieCheung/王祖贤JoeyWang/...,青蛇/GreenSnake,240171
爱我就给我看你的播放列表。,8.5,导演:约翰·卡尼JohnCarney主演:凯拉·奈特莉KeiraKnightley/马克...,再次出发之纽约遇见你/BeginAgain/再次出发/歌曲改变人生,187473
穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,8.4,导演:新海诚MakotoShinkai主演:神木隆之介RyûnosukeKamiki/上...,你的名字。/君の名は。/你的名字/君之名,525439
想你时你在闹海。,8.9,导演:严定宪DingxianYan/王树忱ShuchenWang主演:梁正晖Zhenghui...,哪吒闹海/PrinceNezha'sTriumphAgainstDragonKing/Nezhanaohai,88304
惠及一生的美丽。,8.7,导演:汉内斯·赫尔姆HannesHolm主演:罗夫·拉斯加德RolfLassgård...,一个叫欧维的男人决定去死/EnmansomheterOve/明天别再来敲门(台)/想死冇咁易(港),135129
东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,9.2,导演:小津安二郎YasujirôOzu主演:笠智众ChishûRyû/原节...,东京物语/東京物語/东京故事/TokyoStory,55915
,8.6,导演:保罗·格诺维瑟PaoloGenovese主演:马可·贾利尼MarcoGiallini...,完美陌生人/Perfettisconosciuti/完美谎情(港)/波动的信息分享,221980
,8.5,导演:卡比尔·汗KabirKhan主演:萨尔曼·汗SalmanKhan/哈莎莉·马...,小萝莉的猴神大叔/BajrangiBhaijaan/娃娃返乡任务(台)/宝莱坞之钢铁奶爸(台),178670
在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,8.7,导演:LucBesson主演:让-马克·巴尔Jean-MarcBarr/让·雷诺JeanRe...,碧海蓝天/Legrandbleu/碧海情深/夜海倾情,112288
邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,8.3,导演:邓肯·琼斯DuncanJones主演:杰克·吉伦哈尔JakeGyllenhaal/...,源代码/SourceCode/启动原始码(台)/危机解密(港),436460
不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,8.5,导演:AndyWachowski/LarryWachowski主演:KeanuReeves/LaurenceF...,黑客帝国3：矩阵革命/TheMatrixRevolutions/骇客任务完结篇：最后战役/廿二世纪杀人网络3：惊变世纪,169017
没有了退路，只好飞向自由。,8.7,导演:雷德利·斯科特RidleyScott主演:吉娜·戴维斯GeenaDavis/苏...,末路狂花/Thelma&Louise/塞尔玛与路易丝/末路狂花,113370
少见的超越首部的续集，动作片中的经典。,8.6,导演:詹姆斯·卡梅隆JamesCameron主演:阿诺·施瓦辛格ArnoldSchwarz...,终结者2：审判日/Terminator2:JudgmentDay/终结者2/终结者2：末日审判,151803
嬉笑怒骂，调风动月。,8.5,导演:李惠民RaymondLee主演:张曼玉MaggieCheung/林青霞Brigitte...,新龙门客栈/新龍門客棧/NewDragonGateInn,199664
青春就是放弃和怀念。,8.3,导演:新海诚MakotoShinkai主演:水桥研二KenjiMizuhashi/近藤好美...,秒速5厘米/秒速5センチメートル/秒速五厘米/秒速5公分,323679
天使暂时离开。,8.7,导演:FrankDarabont主演:汤姆·汉克斯TomHanks/大卫·摩斯DavidM...,绿里奇迹/TheGreenMile/绿色奇迹(台)/绿色英里,114703
生命不止，摇滚不死。,8.6,导演:理查德·柯蒂斯RichardCurtis主演:比尔·奈伊BillNighy/肯尼...,海盗电台/TheBoatThatRocked/出位乐人谷(港)/海盗电波,173215
科幻真正的魅力不是视觉效果能取代的。,8.5,导演:理查德·沙因克曼RichardSchenkman主演:大卫·李·史密斯David...,这个男人来自地球/TheManfromEarth/地球不死人(港)/这个人来自洞穴,196907
类型片的极致。,8.6,导演:迈克尔·贝MichaelBay主演:肖恩·康纳利SeanConnery/尼古拉...,勇闯夺命岛/TheRock/石破天惊/绝地任务,150897
永远的小人物，伟大的卓别林。,9.2,导演:CharlesChaplin主演:查理·卓别林CharlesChaplin/弗吉尼亚·...,城市之光/CityLights/CityLights:AComedyRomanceinPantomime/LichterderGroßstadt,48446
世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,8.6,导演:MichaelCurtiz主演:亨弗莱·鲍嘉HumphreyBogart/英格丽·褒曼...,卡萨布兰卡/Casablanca/北非谍影(港)/卡萨布兰卡,133179
昆汀同学越来越变态了，比北野武还杜琪峰。,8.4,导演:QuentinTarantino主演:布拉德·皮特BradPitt/梅拉尼·罗兰M...,无耻混蛋/InglouriousBasterds/恶棍特工(台)/希魔撞正杀人狂(港),238623
黑小鸭速效美白记。,8.3,导演:普特鹏·普罗萨卡·那·萨克那卡林PuttipongPromsakaNaSakolnakorn/华森·波克彭...,初恋这件小事/สิ่งเล็กเล็กที่เรียกว่า...รัก/初恋那件小事(港)/暗恋那点小事,495474
当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,8.4,导演:吴宇森JohnWoo主演:约翰·特拉沃尔塔JohnTravolta/尼古拉斯...,变脸/Face/Off/夺面双雄,227764
生病的E.T.皮肤的颜色就像柿子饼。,8.5,导演:StevenSpielberg主演:HenryThomas/DeeWallace/RobertMacNa...,E.T.外星人/E.T.:TheExtra-Terrestrial/外星人E.T./外星人,164983
我完全康复了。,8.4,导演:StanleyKubrick主演:MalcolmMcDowell/PatrickMagee/Michael...,发条橙/AClockworkOrange/发条桔子/发条橙子,197680
所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,8.8,导演:理查德·林克莱特RichardLinklater主演:伊桑·霍克EthanHawke...,爱在午夜降临前/BeforeMidnight/爱在午夜希腊时(台)/情约半生(港),126689
最棒的西部片。,9.1,导演:SergioLeone主演:ClintEastwood/EliWallach/LeeVanCleef,"黄金三镖客/Ilbuono,ilbrutto,ilcattivo./好·坏·丑/独行侠决斗地狱门(港)",55692
每个人的内心都是深不可测的大海。,8.4,导演:萨姆·门德斯SamMendes主演:凯文·史派西KevinSpacey/安妮特...,美国丽人/AmericanBeauty/美丽有罪(港)/美国心·玫瑰情(台),197303
出门必备：本草纲目。,8.6,导演:西恩·潘SeanPenn主演:埃米尔·赫斯基EmileHirsch/马西娅·...,荒野生存/IntotheWild/浪荡天涯(港)/阿拉斯加之死(台),135503
迪士尼和皮克斯拿错剧本的产物。,8.6,导演:瑞奇·莫尔RichMoore主演:约翰·C·赖利JohnC.Reilly/萨拉...,无敌破坏王/Wreck-ItRalph/破坏王拉尔夫/破坏王大冒险,198881
中国版《两杆大烟枪》。,8.3,导演:宁浩HaoNing主演:郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin,疯狂的石头/CrazyStone,342645
日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,8.8,导演:是枝裕和HirokazuKoreeda主演:阿部宽HiroshiAbe/夏川结衣Yu...,步履不停/歩いても歩いても/横山家之味(港)/步伐不停,86652
最美的飞翔。,9.1,导演:雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud主演:...,迁徙的鸟/Lepeuplemigrateur/鸟的迁徙/鸟与梦飞行,54150
"In memory, love lives forever...",8.4,导演:安东尼·明格拉AnthonyMinghella主演:拉尔夫·费因斯RalphFien...,英国病人/TheEnglishPatient/英伦情人(台)/别问我是谁(港),182769
现实与童话交相辉映的旅程。,8.6,导演:岩井俊二ShunjiIwai主演:恰拉Chara/伊藤步AyumiIto/三上...,燕尾蝶/スワロウテイル/SwallowtailButterfly/Suwarôteiru,112354
我不信仰上帝，但我敬畏上帝。,8.6,导演:布莱恩·辛格BryanSinger主演:史蒂芬·鲍德温StephenBaldwin/...,非常嫌疑犯/TheUsualSuspects/刺激惊爆点(台)/普通嫌疑犯,124421
小成本大魅力。,8.4,导演:詹姆斯·沃德·布柯特JamesWardByrkit主演:艾米丽·芭尔多尼Em...,彗星来的那一夜/Coherence/相干性/相干效应,198388
皇上无话儿。,8.3,导演:汤姆·霍珀TomHooper主演:柯林·菲尔斯ColinFirth/杰弗里·...,国王的演讲/TheKing'sSpeech/皇上无话儿(港)/王者之声：宣战时刻(台),362253
每个美丽事物背后都是滴血的现实。,8.5,导演:爱德华·兹威克EdwardZwick主演:莱昂纳多·迪卡普里奥Leonardo...,血钻/BloodDiamond/血腥钻石/滴血钻石,143419
,8.6,导演:是枝裕和HirokazuKoreeda主演:绫濑遥HarukaAyase/长泽雅美M...,海街日记/海街diary/海街女孩日记(港)/KamakuraDiary,142927
热血沸腾，相当完美的娱乐拳击大餐。,8.9,导演:加文·欧康诺GavinO'Connor主演:汤姆·哈迪TomHardy/乔尔·...,勇士/Warrior/勇者无敌(台)/钢铁斗士(港),92585
乐观比一切都有力量。,8.6,导演:彼得·维纳PeterWerner主演:詹姆斯·沃克JamesWolk/特里特·...,叫我第一名/FrontoftheClass/站在教室前/讲台前的我,115305
大卫·林奇的梦境迷宫。,8.3,导演:大卫·林奇DavidLynch主演:娜奥米·沃茨NaomiWatts/劳拉·哈...,穆赫兰道/MulhollandDr./穆荷兰大道(台)/失忆大道(港),249653
,8.8,导演:托马斯·麦卡锡ThomasMcCarthy主演:马克·鲁弗洛MarkRuffalo/...,聚焦/Spotlight/焦点追击(港)/惊爆焦点(台),138261
纯净原始的笑与感动。,8.6,导演:JamieUys主演:MariusWeyers/SandraPrinsloo/N!xau,上帝也疯狂/TheGodsMustBeCrazy/众神也疯狂(上)/上帝一定发疯了(上),101640
一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,8.6,导演:杜琪峰JohnnieTo主演:吴镇宇FrancisNg/任达华SimonYam/...,枪火/鎗火/TheMission,106886
用剩余不多的时间，去燃烧整个生命。,8.5,导演:罗伯·莱纳RobReiner主演:杰克·尼科尔森JackNicholson/摩根...,遗愿清单/TheBucketList/玩转身前事(港)/一路玩到挂(台),140263
你要相信，这世上真的有爱存在，不管在什么年纪,9.0,导演:秋昌民Chang-minChoo主演:宋在河Jae-hoSong/李顺载Soon-jae...,我爱你/그대를사랑합니다/爱你/爱，是一生相伴(台),62732
还原真实而残酷的战争。,8.5,导演:雷德利·斯科特RidleyScott主演:乔什·哈奈特JoshHartnett/...,黑鹰坠落/BlackHawkDown/黑鹰降落/黑鹰计划,125297
一个人的独角戏。,8.5,导演:罗伯特·泽米吉斯RobertZemeckis主演:汤姆·汉克斯TomHanks/...,荒岛余生/CastAway/浩劫重生(台)/劫后重生(港),144433
捍卫人权只是信仰，一点不妨碍其行为的残忍。,8.6,导演:AlanParker主演:凯文·史派西KevinSpacey/凯特·温丝莱特Kat...,大卫·戈尔的一生/TheLifeofDavidGale/铁案悬谜/命悬一线,101651
一部能引人思考的科幻励志片。,8.7,导演:安德鲁·尼科尔AndrewNiccol主演:伊桑·霍克EthanHawke/乌玛...,千钧一发/Gattaca/变种异煞/自然人,93184
青春的窃窃私语。,8.3,导演:易智言Chih-yenYee主演:陈柏霖Bo-linChen/桂纶镁LunmeiKwa...,蓝色大门/藍色大門/蓝色夏恋/BlueGateCrossing,284575
献给所有外婆的电影。,9.0,导演:李廷香Jeong-hyangLee主演:金艺芬Eul-boonKim/俞承豪Seung-...,爱·回家/집으로.../外婆的家/回家路上,50471
